window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_3_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction,flow_3_link_fraction
633,873,-1248,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
645,885,-1236,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
657,897,-1224,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
669,909,-1212,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
681,921,-1200,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
693,933,-1188,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
705,945,-1176,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
717,957,-1164,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
729,969,-1152,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
741,981,-1140,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
753,993,-1128,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
765,1005,-1116,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
777,1017,-1104,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
789,1029,-1092,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
801,1041,-1080,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
813,1053,-1068,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
825,1065,-1056,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
837,1077,-1044,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
849,1089,-1032,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
861,1101,-1020,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
873,1113,-1008,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
885,1125,-996,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
897,1137,-984,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
909,1149,-972,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
921,1161,-960,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
933,1173,-948,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
945,1185,-936,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
957,1197,-924,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
969,1209,-912,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
981,1221,-900,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
993,1233,-888,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
1005,1245,-876,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
1017,1257,-864,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
1029,1269,-852,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
1041,1281,-840,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
1053,1293,-828,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
1065,1305,-816,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
1077,1317,-804,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
1089,1329,-792,16.0000077128,1.00000048205,6.39991954268,9.60008817008,0,0.399994971418,0.60000551063,0
1101,1341,-780,16.0000077128,1.00000048205,6.40005867724,9.59994903552,0,0.400003667327,0.59999681472,0
1113,1353,-768,16.0000077128,1.00000048205,6.40001717304,9.59999053972,0,0.400001073315,0.599999408733,0
1125,1365,-756,16.0000077128,1.00000048205,6.40007264373,9.59993506903,0,0.400004540233,0.599995941814,0
1137,1377,-744,16.0000077128,1.00000048205,6.39994738883,9.60006032393,0,0.399996711802,0.600003770245,0
