part	device	family
xcku025-ffva1156-1-c	xcku025	kintexu
xcku025-ffva1156-1-i	xcku025	kintexu
xcku025-ffva1156-2-e	xcku025	kintexu
xcku025-ffva1156-2-i	xcku025	kintexu
xcku035-fbva676-1-c	xcku035	kintexu
xcku035-fbva676-1-i	xcku035	kintexu
xcku035-fbva676-1L-i	xcku035	kintexu
xcku035-fbva676-1LV-i	xcku035	kintexu
xcku035-fbva676-2-e	xcku035	kintexu
xcku035-fbva676-2-i	xcku035	kintexu
xcku035-fbva676-3-e	xcku035	kintexu
xcku035-fbva900-1-c	xcku035	kintexu
xcku035-fbva900-1-i	xcku035	kintexu
xcku035-fbva900-1L-i	xcku035	kintexu
xcku035-fbva900-1LV-i	xcku035	kintexu
xcku035-fbva900-2-e	xcku035	kintexu
xcku035-fbva900-2-i	xcku035	kintexu
xcku035-fbva900-3-e	xcku035	kintexu
xcku035-ffva1156-1-c	xcku035	kintexu
xcku035-ffva1156-1-i	xcku035	kintexu
xcku035-ffva1156-1L-i	xcku035	kintexu
xcku035-ffva1156-1LV-i	xcku035	kintexu
xcku035-ffva1156-2-e	xcku035	kintexu
xcku035-ffva1156-2-i	xcku035	kintexu
xcku035-ffva1156-3-e	xcku035	kintexu
xcku035-sfva784-1-c	xcku035	kintexu
xcku035-sfva784-1-i	xcku035	kintexu
xcku035-sfva784-1L-i	xcku035	kintexu
xcku035-sfva784-1LV-i	xcku035	kintexu
xcku035-sfva784-2-e	xcku035	kintexu
xcku035-sfva784-2-i	xcku035	kintexu
xcku035-sfva784-3-e	xcku035	kintexu
xcku040-fbva676-1-c	xcku040	kintexu
xcku040-fbva676-1-i	xcku040	kintexu
xcku040-fbva676-1L-i	xcku040	kintexu
xcku040-fbva676-1LV-i	xcku040	kintexu
xcku040-fbva676-2-e	xcku040	kintexu
xcku040-fbva676-2-i	xcku040	kintexu
xcku040-fbva676-3-e	xcku040	kintexu
xcku040-fbva900-1-c	xcku040	kintexu
xcku040-fbva900-1-i	xcku040	kintexu
xcku040-fbva900-1L-i	xcku040	kintexu
xcku040-fbva900-1LV-i	xcku040	kintexu
xcku040-fbva900-2-e	xcku040	kintexu
xcku040-fbva900-2-i	xcku040	kintexu
xcku040-fbva900-3-e	xcku040	kintexu
xcku040-ffva1156-1-c	xcku040	kintexu
xcku040-ffva1156-1-i	xcku040	kintexu
xcku040-ffva1156-1L-i	xcku040	kintexu
xcku040-ffva1156-1LV-i	xcku040	kintexu
xcku040-ffva1156-2-e	xcku040	kintexu
xcku040-ffva1156-2-i	xcku040	kintexu
xcku040-ffva1156-3-e	xcku040	kintexu
xcku040-sfva784-1-c	xcku040	kintexu
xcku040-sfva784-1-i	xcku040	kintexu
xcku040-sfva784-1L-i	xcku040	kintexu
xcku040-sfva784-1LV-i	xcku040	kintexu
xcku040-sfva784-2-e	xcku040	kintexu
xcku040-sfva784-2-i	xcku040	kintexu
xcku040-sfva784-3-e	xcku040	kintexu
xcku060-ffva1156-1-c	xcku060	kintexu
xcku060-ffva1156-1-i	xcku060	kintexu
xcku060-ffva1156-1L-i	xcku060	kintexu
xcku060-ffva1156-1LV-i	xcku060	kintexu
xcku060-ffva1156-2-e	xcku060	kintexu
xcku060-ffva1156-2-i	xcku060	kintexu
xcku060-ffva1156-3-e	xcku060	kintexu
xcku060-ffva1517-1-c	xcku060	kintexu
xcku060-ffva1517-1-i	xcku060	kintexu
xcku060-ffva1517-1L-i	xcku060	kintexu
xcku060-ffva1517-1LV-i	xcku060	kintexu
xcku060-ffva1517-2-e	xcku060	kintexu
xcku060-ffva1517-2-i	xcku060	kintexu
xcku060-ffva1517-3-e	xcku060	kintexu
xcku060_CIV-ffva1156-2-e	xcku060_CIV	kintexu
xcku060_CIV-ffva1156-2-i	xcku060_CIV	kintexu
xcku060_CIV-ffva1156-3-e	xcku060_CIV	kintexu
xcku060_CIV-ffva1517-2-e	xcku060_CIV	kintexu
xcku060_CIV-ffva1517-2-i	xcku060_CIV	kintexu
xcku060_CIV-ffva1517-3-e	xcku060_CIV	kintexu
xcku085-flva1517-1-c	xcku085	kintexu
xcku085-flva1517-1-i	xcku085	kintexu
xcku085-flva1517-1L-i	xcku085	kintexu
xcku085-flva1517-1LV-i	xcku085	kintexu
xcku085-flva1517-2-e	xcku085	kintexu
xcku085-flva1517-2-i	xcku085	kintexu
xcku085-flva1517-3-e	xcku085	kintexu
xcku085-flvb1760-1-c	xcku085	kintexu
xcku085-flvb1760-1-i	xcku085	kintexu
xcku085-flvb1760-1L-i	xcku085	kintexu
xcku085-flvb1760-1LV-i	xcku085	kintexu
xcku085-flvb1760-2-e	xcku085	kintexu
xcku085-flvb1760-2-i	xcku085	kintexu
xcku085-flvb1760-3-e	xcku085	kintexu
xcku085-flvf1924-1-c	xcku085	kintexu
xcku085-flvf1924-1-i	xcku085	kintexu
xcku085-flvf1924-1L-i	xcku085	kintexu
xcku085-flvf1924-1LV-i	xcku085	kintexu
xcku085-flvf1924-2-e	xcku085	kintexu
xcku085-flvf1924-2-i	xcku085	kintexu
xcku085-flvf1924-3-e	xcku085	kintexu
xcku085_CIV-flva1517-1-c	xcku085_CIV	kintexu
xcku085_CIV-flva1517-1-i	xcku085_CIV	kintexu
xcku085_CIV-flva1517-1L-i	xcku085_CIV	kintexu
xcku085_CIV-flva1517-1LV-i	xcku085_CIV	kintexu
xcku085_CIV-flva1517-2-e	xcku085_CIV	kintexu
xcku085_CIV-flva1517-2-i	xcku085_CIV	kintexu
xcku085_CIV-flva1517-3-e	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-1-c	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-1-i	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-1L-i	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-1LV-i	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-2-e	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-2-i	xcku085_CIV	kintexu
xcku085_CIV-flvb1760-3-e	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-1-c	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-1-i	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-1L-i	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-1LV-i	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-2-e	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-2-i	xcku085_CIV	kintexu
xcku085_CIV-flvf1924-3-e	xcku085_CIV	kintexu
xcku115-flva1517-1-c	xcku115	kintexu
xcku115-flva1517-1-i	xcku115	kintexu
xcku115-flva1517-1L-i	xcku115	kintexu
xcku115-flva1517-1LV-i	xcku115	kintexu
xcku115-flva1517-2-e	xcku115	kintexu
xcku115-flva1517-2-i	xcku115	kintexu
xcku115-flva1517-3-e	xcku115	kintexu
xcku115-flva2104-1-c	xcku115	kintexu
xcku115-flva2104-1-i	xcku115	kintexu
xcku115-flva2104-1L-i	xcku115	kintexu
xcku115-flva2104-1LV-i	xcku115	kintexu
xcku115-flva2104-2-e	xcku115	kintexu
xcku115-flva2104-2-i	xcku115	kintexu
xcku115-flva2104-3-e	xcku115	kintexu
xcku115-flvb1760-1-c	xcku115	kintexu
xcku115-flvb1760-1-i	xcku115	kintexu
xcku115-flvb1760-1L-i	xcku115	kintexu
xcku115-flvb1760-1LV-i	xcku115	kintexu
xcku115-flvb1760-2-e	xcku115	kintexu
xcku115-flvb1760-2-i	xcku115	kintexu
xcku115-flvb1760-3-e	xcku115	kintexu
xcku115-flvb2104-1-c	xcku115	kintexu
xcku115-flvb2104-1-i	xcku115	kintexu
xcku115-flvb2104-1L-i	xcku115	kintexu
xcku115-flvb2104-1LV-i	xcku115	kintexu
xcku115-flvb2104-2-e	xcku115	kintexu
xcku115-flvb2104-2-i	xcku115	kintexu
xcku115-flvb2104-3-e	xcku115	kintexu
xcku115-flvd1517-1-c	xcku115	kintexu
xcku115-flvd1517-1-i	xcku115	kintexu
xcku115-flvd1517-1L-i	xcku115	kintexu
xcku115-flvd1517-1LV-i	xcku115	kintexu
xcku115-flvd1517-2-e	xcku115	kintexu
xcku115-flvd1517-2-i	xcku115	kintexu
xcku115-flvd1517-3-e	xcku115	kintexu
xcku115-flvd1924-1-c	xcku115	kintexu
xcku115-flvd1924-1-i	xcku115	kintexu
xcku115-flvd1924-1L-i	xcku115	kintexu
xcku115-flvd1924-1LV-i	xcku115	kintexu
xcku115-flvd1924-2-e	xcku115	kintexu
xcku115-flvd1924-2-i	xcku115	kintexu
xcku115-flvd1924-3-e	xcku115	kintexu
xcku115-flvf1924-1-c	xcku115	kintexu
xcku115-flvf1924-1-i	xcku115	kintexu
xcku115-flvf1924-1L-i	xcku115	kintexu
xcku115-flvf1924-1LV-i	xcku115	kintexu
xcku115-flvf1924-2-e	xcku115	kintexu
xcku115-flvf1924-2-i	xcku115	kintexu
xcku115-flvf1924-3-e	xcku115	kintexu
xcku115_CIV-flva1517-1-c	xcku115_CIV	kintexu
xcku115_CIV-flva1517-1-i	xcku115_CIV	kintexu
xcku115_CIV-flva1517-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flva1517-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flva1517-2-e	xcku115_CIV	kintexu
xcku115_CIV-flva1517-2-i	xcku115_CIV	kintexu
xcku115_CIV-flva1517-3-e	xcku115_CIV	kintexu
xcku115_CIV-flva2104-1-c	xcku115_CIV	kintexu
xcku115_CIV-flva2104-1-i	xcku115_CIV	kintexu
xcku115_CIV-flva2104-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flva2104-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flva2104-2-e	xcku115_CIV	kintexu
xcku115_CIV-flva2104-2-i	xcku115_CIV	kintexu
xcku115_CIV-flva2104-3-e	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-1-c	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-1-i	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-2-e	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-2-i	xcku115_CIV	kintexu
xcku115_CIV-flvb1760-3-e	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-1-c	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-1-i	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-2-e	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-2-i	xcku115_CIV	kintexu
xcku115_CIV-flvb2104-3-e	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-1-c	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-1-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-2-e	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-2-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1517-3-e	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-1-c	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-1-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-2-e	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-2-i	xcku115_CIV	kintexu
xcku115_CIV-flvd1924-3-e	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-1-c	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-1-i	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-1L-i	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-1LV-i	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-2-e	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-2-i	xcku115_CIV	kintexu
xcku115_CIV-flvf1924-3-e	xcku115_CIV	kintexu
xcku095-ffva1156-1-c	xcku095	kintexu
xcku095-ffva1156-1-i	xcku095	kintexu
xcku095-ffva1156-2-e	xcku095	kintexu
xcku095-ffva1156-2-i	xcku095	kintexu
xcku095-ffvb1760-1-c	xcku095	kintexu
xcku095-ffvb1760-1-i	xcku095	kintexu
xcku095-ffvb1760-2-e	xcku095	kintexu
xcku095-ffvb1760-2-i	xcku095	kintexu
xcku095-ffvb2104-1-c	xcku095	kintexu
xcku095-ffvb2104-1-i	xcku095	kintexu
xcku095-ffvb2104-2-e	xcku095	kintexu
xcku095-ffvb2104-2-i	xcku095	kintexu
xcku095-ffvc1517-1-c	xcku095	kintexu
xcku095-ffvc1517-1-i	xcku095	kintexu
xcku095-ffvc1517-2-e	xcku095	kintexu
xcku095-ffvc1517-2-i	xcku095	kintexu
xcku095_CIV-ffva1156-1-c	xcku095_CIV	kintexu
xcku095_CIV-ffva1156-1-i	xcku095_CIV	kintexu
xcku095_CIV-ffva1156-2-e	xcku095_CIV	kintexu
xcku095_CIV-ffva1156-2-i	xcku095_CIV	kintexu
xcku095_CIV-ffvb1760-1-c	xcku095_CIV	kintexu
xcku095_CIV-ffvb1760-1-i	xcku095_CIV	kintexu
xcku095_CIV-ffvb1760-2-e	xcku095_CIV	kintexu
xcku095_CIV-ffvb1760-2-i	xcku095_CIV	kintexu
xcku095_CIV-ffvb2104-1-c	xcku095_CIV	kintexu
xcku095_CIV-ffvb2104-1-i	xcku095_CIV	kintexu
xcku095_CIV-ffvb2104-2-e	xcku095_CIV	kintexu
xcku095_CIV-ffvb2104-2-i	xcku095_CIV	kintexu
xcku095_CIV-ffvc1517-1-c	xcku095_CIV	kintexu
xcku095_CIV-ffvc1517-1-i	xcku095_CIV	kintexu
xcku095_CIV-ffvc1517-2-e	xcku095_CIV	kintexu
xcku095_CIV-ffvc1517-2-i	xcku095_CIV	kintexu
xqku040-rba676-1-i	xqku040	qkintexu
xqku040-rba676-1M-m	xqku040	qkintexu
xqku040-rba676-2-e	xqku040	qkintexu
xqku040-rba676-2-i	xqku040	qkintexu
xqku040-rfa1156-1-i	xqku040	qkintexu
xqku040-rfa1156-1M-m	xqku040	qkintexu
xqku040-rfa1156-2-e	xqku040	qkintexu
xqku040-rfa1156-2-i	xqku040	qkintexu
xqku060-rfa1156-1-i	xqku060	qkintexu
xqku060-rfa1156-1M-m	xqku060	qkintexu
xqku060-rfa1156-2-e	xqku060	qkintexu
xqku060-rfa1156-2-i	xqku060	qkintexu
xqku095-rfa1156-1-i	xqku095	qkintexu
xqku095-rfa1156-1M-m	xqku095	qkintexu
xqku095-rfa1156-2-e	xqku095	qkintexu
xqku095-rfa1156-2-i	xqku095	qkintexu
xqku115-rld1517-1-i	xqku115	qkintexu
xqku115-rld1517-2-e	xqku115	qkintexu
xqku115-rld1517-2-i	xqku115	qkintexu
xqku115-rlf1924-1-i	xqku115	qkintexu
xqku115-rlf1924-2-e	xqku115	qkintexu
xqku115-rlf1924-2-i	xqku115	qkintexu
xqrku060-cna1509-1M-m	xqrku060	qrkintexu
